treebank,relation,layer,head,visibility,slice_value,accuracy,n_instances,slice_dimension
UD_German-GSD,object_to_verb,17,15,both_masked,right,0.008130081300813009,738,direction
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,left,0.5,6,direction
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,right,0.02857142857142857,210,direction
UD_German-GSD,subject_det_to_noun,17,15,both_masked,left,0.0,3,direction
UD_German-GSD,subject_det_to_noun,17,15,both_masked,right,0.05747126436781609,783,direction
UD_German-GSD,subject_to_verb,17,15,both_masked,left,0.5906040268456376,447,direction
UD_German-GSD,subject_to_verb,17,15,both_masked,right,0.04715447154471545,1845,direction
UD_German-GSD,object_adj_to_noun,17,15,both_masked,False,0.0,225,coordinated
UD_German-GSD,object_det_to_noun,17,15,both_masked,False,0.0,591,coordinated
UD_German-GSD,object_to_verb,17,15,both_masked,False,0.17344173441734417,1107,coordinated
UD_German-GSD,object_to_verb,17,15,both_masked,True,0.2608695652173913,138,coordinated
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,False,0.041666666666666664,216,coordinated
UD_German-GSD,subject_det_to_noun,17,15,both_masked,False,0.05725190839694656,786,coordinated
UD_German-GSD,subject_to_verb,17,15,both_masked,False,0.15680880330123798,2181,coordinated
UD_German-GSD,subject_to_verb,17,15,both_masked,True,0.08108108108108109,111,coordinated
UD_German-GSD,object_adj_to_noun,17,15,both_masked,True,0.0,225,embedded_clause
UD_German-GSD,object_det_to_noun,17,15,both_masked,True,0.0,591,embedded_clause
UD_German-GSD,object_to_verb,17,15,both_masked,False,0.2570093457943925,642,embedded_clause
UD_German-GSD,object_to_verb,17,15,both_masked,True,0.1044776119402985,603,embedded_clause
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,True,0.041666666666666664,216,embedded_clause
UD_German-GSD,subject_det_to_noun,17,15,both_masked,True,0.05725190839694656,786,embedded_clause
UD_German-GSD,subject_to_verb,17,15,both_masked,False,0.21141649048625794,1419,embedded_clause
UD_German-GSD,subject_to_verb,17,15,both_masked,True,0.058419243986254296,873,embedded_clause
UD_German-GSD,object_adj_to_noun,17,15,both_masked,False,0.0,225,relative_clause
UD_German-GSD,object_det_to_noun,17,15,both_masked,False,0.0,591,relative_clause
UD_German-GSD,object_to_verb,17,15,both_masked,False,0.18313253012048192,1245,relative_clause
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,False,0.041666666666666664,216,relative_clause
UD_German-GSD,subject_det_to_noun,17,15,both_masked,False,0.05725190839694656,786,relative_clause
UD_German-GSD,subject_to_verb,17,15,both_masked,False,0.15334207077326342,2289,relative_clause
UD_German-GSD,subject_to_verb,17,15,both_masked,True,0.0,3,relative_clause
UD_German-GSD,object_adj_to_noun,17,15,both_masked,False,0.0,225,passive_voice
UD_German-GSD,object_det_to_noun,17,15,both_masked,False,0.0,591,passive_voice
UD_German-GSD,object_to_verb,17,15,both_masked,False,0.18313253012048192,1245,passive_voice
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,False,0.041666666666666664,216,passive_voice
UD_German-GSD,subject_det_to_noun,17,15,both_masked,False,0.05725190839694656,786,passive_voice
UD_German-GSD,subject_to_verb,17,15,both_masked,False,0.16011644832605532,2061,passive_voice
UD_German-GSD,subject_to_verb,17,15,both_masked,True,0.09090909090909091,231,passive_voice
UD_German-GSD,object_adj_to_noun,17,15,both_masked,False,0.0,201,punctuation_between
UD_German-GSD,object_adj_to_noun,17,15,both_masked,True,0.0,24,punctuation_between
UD_German-GSD,object_det_to_noun,17,15,both_masked,False,0.0,552,punctuation_between
UD_German-GSD,object_det_to_noun,17,15,both_masked,True,0.0,39,punctuation_between
UD_German-GSD,object_to_verb,17,15,both_masked,False,0.1989389920424403,1131,punctuation_between
UD_German-GSD,object_to_verb,17,15,both_masked,True,0.02631578947368421,114,punctuation_between
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,False,0.04411764705882353,204,punctuation_between
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,True,0.0,12,punctuation_between
UD_German-GSD,subject_det_to_noun,17,15,both_masked,False,0.056,750,punctuation_between
UD_German-GSD,subject_det_to_noun,17,15,both_masked,True,0.08333333333333333,36,punctuation_between
UD_German-GSD,subject_to_verb,17,15,both_masked,False,0.1721556886227545,2004,punctuation_between
UD_German-GSD,subject_to_verb,17,15,both_masked,True,0.020833333333333332,288,punctuation_between
